statement,verdict,sentiment
Texas launched ‘Operation Lone Star’ finish border wall,false,-0.1531
Ford moving smallcar production Mexico,true,0.0
At least 10 ISIS fighter caught coming across Mexican border Texas dozen get caught Border Patrol,false,0.1531
The geography poverty changed fundamentally last 15 year concentrated fragile conflict state,true,-0.6808
Says Joe Biden’s Democratic National Convention speech taped segment segment edited together,false,0.0
Military arrest former President George W Bush,false,-0.34
Says eight year Florida governor created 13 million net new job  job created Texas,true,0.4588
In 1993 Newt Gingrich first advocated individual mandate health care And recently May year still advocating,true,0.4939
David Dewhurst record promoting income tax,false,0.3612
No doctor went American medical school accepting Obamacare,false,0.1027
Says Texas abortion measure pass someone living El Paso would drive 550 mile way San Antonio something simple cervical cancer screening,false,-0.6597
The McCarranWalter Act 1952 ban Muslims holding public office United States,false,-0.2023
Seventyfive percent young adult country mentally physically fit serve,true,0.3612
Says Barack Obama played 90 round golf president,true,0.34
29 state still don’t comprehensive protection people LGBTQ community,true,0.25
Weve done test eight day South Korea done eight week,false,0.0
George Allen voted end Pell Grants 84000 student,true,0.2263
The DREAM Act would give amnesty two million illegal alien,false,-0.2185
Barack Obama voted born alive legislation Illinois virtually identical federal law,true,0.3818
Photo show Kim Jong Un’s weight loss,false,-0.3182
How misogynist bigot epic proportion like US Rep Steven Smith allowed serve,false,0.3612
When Mitt Romney governor Massachusetts stood front coal plant pointed said ‘This plant kills’,true,0.0
Says Gov John  Kasich incorrectly claimed Ohio’s economy 38th nation took office We sixth nation term economic job growth,false,0.3818
Ryan Sitton’s company accepted 650000 Obama stimulus dollar,false,0.2732
Gas North Carolina increased 14 cent per gallon past week highest nation,true,0.2732
Says Fox News gave Republican senators twice air time Democrats hearing the Islamic State,true,0.0
John McCain want give oil company another 4billion tax break,true,0.0772
Says Atlanta mayor shutting city NBA AllStar Game weekend,false,0.0
Says exLt Gov Evelyn Sanguinetti publicly stand opposition former Gov Bruce Rauner’s decision sign bill expanded public funding abortion Illinois,false,0.0
Pictures report empty hospital prove COVID19 spread fake crisis real government planned agenda,false,-0.8402
Walmart reward everyone 75 coupon celebrate 125th Anniversary,false,0.8126
More half black child live singleparent household number doubled — doubled — since child,true,0.0772
Says Donald Trump promised take care everybody governmentrun healthcare government going pay,false,0.6486
The United Nations’ new world order agenda create one world government one world military end national sovereignty,false,0.5994
The Republicanauthored state budget includes provision forcing people earning little 12000 buy private health insurance could cost much 4000 per year,false,0.0
Joe Biden say Americans celebrate Fourth July say,false,0.5719
Says Sarah Huckabee Sanders tweeted It’s ‘odd’ ANTIFA insurgency happened COVID19 loses steam It’s ‘odd’ COVID19 happened moment impeachment failed It’s ‘odd’ impeachment happened moment Russian hoax failed The Russian hoax happened Hillary lost Notice pattern,false,-0.9246
Says House Democrats leading impeachment inquiry denying President Trump basic fairness due process accorded every American,false,-0.34
Raising national minimum wage 15 per hour would destroy 37 million job,false,-0.5423
At PEAK slavery 1860 14 Americans owned slave What history book dont tell 3000 black owned total 20000 slave year,false,-0.7003
On Virginia’s new marijuana law You one pound 25 fine,true,0.2023
Nobody leaving Memphis Thats myth,false,0.0
Corona bad guy died twice,false,-0.7964
Says I voted increase minimum wage 80,false,0.3182
Says Alexandria OcasioCortez tweeted Let’s begin ‘The Purge’ roundup Conservative traitor,false,0.0
Says Goodwill used pandemic fire employee instead laying,false,-0.34
I come poorest ZIP code San Antonio,true,-0.5423
Maxine Waters introduced bill rename Memorial Day — George Floyd Day,false,0.0
100 heroinfentanyl epidemic dont WALL,false,0.0
Trump supporter tackled Antifa thug unmasked duct taped electrical box,false,0.2732
A regulatory thing mean can’t show someone drinking beer camera,true,0.0
CORONAVIRUS Reports 10000 DEAD Wuhan China,false,-0.7213
Says President Barack Obama taken le vacation day president generation Congress taken vacation day Congress history,false,0.0
Says US Sen Marco Rubio say troop leaving Iraq fast,true,0.0
Veterans vote Republican damn Democrats blocked VA Healthcare bill,false,-0.5859
Queens voter received premarked ballot Joe Biden,false,0.0
Matt Dolan sponsored Michael Bloombergs redflag gun confiscation law letting people reporting social medium post send SWAT team house take gun,false,-0.5859
America No 1 wind power,true,-0.296
Says Hitler said This year go history For first time civilized nation full gun registration Our street safer police efficient world follow lead future,false,0.4939
Says Louie Anderson flying appear Conan O’Brien’s show became ill week receiving third vaccine dose,false,-0.4215
In economic growth Obamas best year slower Bill Clintons worst year,true,0.4019
Studies shown Latinos 40 percent le likely call 911 victim crime,true,-0.6808
Says crisis actor played part shooting victim mother shooting victim Las Vegas Orlando Thousand Oaks,false,-0.7096
None 400 million City Austin proposes spend road project used add new lane congested roadway,false,0.0
The Democrats sly … New Hampshire day voter registration honest Massachusetts election close they’re busing place,false,0.5106
Congress whole le popular it’s since polling invented,true,0.4215
NPR posted story Capitol breach happened,false,0.0
College student NOT US Citizens get PELL Grant plan return home country getting free gas card child care,false,0.8402
On 60 Minutes Joe said never met Hunter Burisma CEO Well,false,0.2732
In state Rhode Island 25 percent current physician graduate forprofit medical school,false,0.0
Says Republican vote creating House panel investigate Planned Parenthood,true,0.296
Since 1990 inflationadjusted dollar perstudent funding Florida state university system general revenue dropped 4000,true,0.0
Did vote tax increase member West Miami City Commission,false,0.3182
Says actor Dwayne The Rock Johnson wore Tshirt stating We Stand flag kneel fallen,false,-0.3612
The incandescent light bulb effect whatever planet,false,0.0
Covid19 NOT killing people Weak immune system bad doctor,false,0.5606
Say Sam Hyde identified perpitrator sic Beirut explosion,false,0.0
Cobb one largest school system nation debt free,true,0.2023
Says Bill Clinton George Bush say build Keystone XL,true,0.0
Says Al Jazeera tweeted BreakingNews Taliban started abducting minor girl home The parent refusing give daughter Taliban killed Taliban fighter,false,-0.765
Joe Biden’s open border mean Democrat voter pouring country,false,0.0
President Obama became first president since Carter leave White House smaller federal prison population took office,true,-0.5423
Says Jeb Bush flipflopflipped immigration,true,0.0
Since reopening Georgia we’ve seen COVID rate skyrocket 40,false,0.0
The national debt 16 trillion enough buy Cleveland Indians Cincinnati Reds 1918 time,true,-0.3612
Says CoChair Joint Ways  Means Committee I secured key piece funding PortlandMilwaukie Light Rail project bridge,true,0.4019
They 180 million people family want basically socialized medicine — won’t even choice — want terminate 180 million plan,false,0.1531
Says since 2000 Austin’s tax burden rose 40 percent family income rose 20 percent,true,-0.4404
89000 child separated parent Obama 1900 child separated Trump,false,0.0
Switzerland government issue every household gun    lowest gun related crime rate civilized country world,false,-0.872
Very people get patdown go airport security,false,0.34
You’ve got day 10000 new senior baby boomer becoming eligible entitlement program,true,0.0
A majority candidate stage supported amnesty  I never supported amnesty,true,0.5574
Four 10 homicide committed gun city,true,-0.0772
The United States industrialized modernized country already paid family medical leave program place,true,0.3818
If use Tax Increment Financing funding thats going take fund general fund Pinellas County take fund general fund city St Pete,false,0.0
Half NC legislative candidate unopposed gerrymandering,true,0.0
Under President Obama 4000 tax hike middleclass family,false,0.0
Under Obamacare The IRS access American people’s protected health care information,false,0.7269
The Uvalde Texas school shooter transsexual leftist illegal alien named Salvatore Ramos,false,-0.5574
Health care premium consumer doubled since 2001,true,0.4939
Its nearly three week since president commented question possible hidden wait list veteran hospital,true,0.0
An election worker Georgia threw away ballot,false,0.0
After Massachusetts passed mandatory health insurance law mortality rate went downit saved life,true,0.4767
Hunters contribute 500 million West Virginia,true,0.0
Says Nancy Pelosi asked leave children’s benefit drunken outburst,false,0.4215
Says Scott Brown voted President Barack Obama 70 percent time 2011,true,0.0
Tax rate significantly higher 40 50 60,true,0.0
I’ve released 22 year tax return You go online look Donald Trump hasn’t released one,true,0.0
The US rank 37th world health care,true,0.4939
I stopped requesting earmark 2008,true,-0.2263
California growing hell lot faster Texas,true,-0.5994
Preventive care save government money,true,0.7506
Says Dr Anthony Fauci email advises family member use hydroxychloroquine antibiotic therapy evening press conference attacked President Donald Trump usefulness hydroxychloroquine fight virus,false,-0.5267
Says US election system rigged,false,-0.3612
In judicial race special interest group demanded money exchange endorsement support,false,0.8316
Trey Radel even qualify drive Lee County school bus point yet occupies seat Congress,true,0.0
Under energy efficiency legislation sponsored US Sen Jeanne Shaheen federal bureaucrat could take local building code enforcement city socalled ‘green mandates’ complied quickly enough,false,0.5574
Theres never US Supreme Court vacancy last I think 30 year lasting longer 237 day,true,-0.4449
215 member Congress voted let ISP spy type underwear buy sell data advertiser,true,0.0
The health care reform bill  Page 16  outlaw private insurance,false,0.4939
Italian Parliament Calls For The Arrest Bill Gates,false,-0.34
Says Rep Kyrsten Sinema supported bill essentially encouraging child trafficking,false,0.6908
Says Mitt Romney changed position supporting TARP program,false,0.4404
CDC announces ordinary nonN95 mask people wearing nothing protect wildfire smoke … Fun fact smoke particle far larger SARSCoV2 particle,false,0.2769
It’s legal sign recall petition Gov Scott Walker even already signed another recall petition one signature count,true,0.128
We closed plant It 27 milliondollar plant operating full steam closed,true,0.0
Religious group like Knights Columbus forced allow samesex marriage ceremony facility belief,false,0.1027
Says Republican candidate Oregon advocating violence gay,false,-0.6249
A facial recognition firm confirmed antifa infiltrated Trump rally DC,false,0.0
The Canadian government threatens fire government employee us ‘Lets Go Brandon’ communication,false,-0.6124
Says Bernie Sanders opposes requiring child K12 education,false,0.0
House Republicans complained didnt enough time consider constitutional ban oil drilling shoved proposal day open state water oil drilling,true,-0.743
A bike boy chained tree Washington state 1914 fallen soldier memorial,false,-0.3612
Jason Aldean gig canceled sell liberal ‘SNL’,false,0.0
50000 Thats every child owes today Washington politician run huge spending tab left kid bill,true,0.3182
Starting March travel outside United States won’t allowed back country due high risk coronavirus,false,0.1779
Want healthy happy baby Skip Well Baby visit They… make baby sick,false,0.6705
Says photo show Bill Clinton Christine Blasey Ford posing camera smiling together,false,0.4588
Fox admits lie First Amendment right lie deliberately distort news report public airwave,false,-0.0258
Says wearing face mask harmful health going without one,false,0.0
Says Gov Ron DeSantis signed legislation requiring student faculty staff Florida’s public university college register political view state,false,0.0
Says Milwaukee County Executive Chris Abele billionaire,false,0.0
Says In last four year we’ve cut 36 million ongoing revenue,false,-0.2732
Masks negative impact 68 child,false,-0.5719
Says President Donald Trump sign visafree travel policy Ghana Malawi,false,0.0
The President want cut 3 MILLION people SNAP including child senior veteran,true,-0.2023
Again today Ahmadinejad made light 911 said he even sure happened people actually died,true,-0.3182
Even took literally every single ounce platinum world still wouldn’t add enough needed pay nation’s debt,true,-0.4404
If federally licensed gun dealer license revoked youve engaged misconduct  entire inventory prevailing law deemed personal collection You sell free background check,true,0.5574
Most young Americans right they’re covered health insurance,false,0.0
The child tax credit dont tax relief working family How much tax relief working family get tax reform entirely dependent whether put place increase child tax credit,true,0.3382
An account attack Benghazi written former White House press secretary Dee Dee Myers show body US Ambassador Libya Christopher Stevens dragged street abused,false,-0.765
Says first family go fouryear college,false,0.0
Since passage Tax Cuts Jobs Act Walmart increased starting wage 11hr  given 400 million bonus,true,0.5267
The Russian army captured US Major General Roger L Cloutier Jr … besieged Ukrainian Azov camp Mariupol,false,0.0
There evidence poor people abuse drug frequently socioeconomic group,false,-0.8074
Portland Schools spend 500K deem PBJ sandwich racist,false,-0.6124
Says Alex Sink supported tax water TV,true,0.3182
More half unemployed Ohioans work six month,true,0.0
Every major study done legitimate group  shows hundred thousand job created pas capandtrade legislation And wind pricing carbon,false,0.25
Bill White discriminating Hes taking job African Americans giving friend,false,0.6808
McDonald’s hamburger 15 percent ‘real beef’ The 85 percent meat filler cleansed ammonia cause stomach intestinal cancer,false,-0.6597
Congresswoman RosLehtinen long record voting VA backlog fix,false,0.0
Says Texas rank among nation’s top five state high school graduation rate,true,0.2023
Voter turnout group 2008 presidential general election Georgia far greater demographically,true,0.3612
Trump approval rating better Obama Reagan point presidency,true,0.7184
The New England Journal Medicine released survey week President Obama signed Obamacare stating 30 percent American physician would leave profession government took health care,false,0.4588
The Biden administration gifted Taliban 80 billionplus militarygrade weapon want 9mm pistol,false,-0.2263
Says armed civilian stop mass shooting gun average 25 people die otherwise average 18 people die,false,-0.9081
A member redistricting commission proposed Issue 2 could accept bribe somebody couldn’t removed commission,false,0.2023
Republicans didnt increase state funding nursing home last budget,false,-0.2411
We highest corporate tax rate world It’s 35 percent,true,0.0
Given result primary vote one New Hampshire superdelegate equal vote 10000 grassroots activist,true,0.0
Says Kamala Harris said federal tax home reparation,false,0.0
Myanmar used Dominion Voting Systems,false,0.0
There 44 plan submitted affecting 90 school district And Scott administration rejected,false,-0.5106
The Republican Party 21 percent party ID shrinking,true,0.6597
A retired US Army sergeant face life prison killing two Syrian refugee discovering raped teenage daughter,false,-0.9231
Roadside bomb responsible 70 percent casualty Iraq new mineresistant vehicle reduce casualty twothirds,true,-0.8271
Welcome Houston diverse city America,true,0.4588
Says GOP primary opponent Glenn Grothman Joe Leibham cast compromise vote cost 788 million higher electricity cost,true,0.0
Suez Canal blocked huge container ship named Evergreen Evergreen shipping likely cover human sex trafficking Hillary Clinton,false,0.0516
The poverty rate West Virginia 191 percent fourthhighest country,true,-0.5106
Says first time ever Texas lawmaker funding student population growth,true,0.3818
John McCain voted tax cut 2001 2003 wrongly claiming helped rich,true,0.3612
You must list gun 2010 tax return,false,-0.34
Between 27000 200000 Wisconsinites turned away poll 2016 due lack proper identification,false,-0.3182
Manufacturing best employment year almost 15 year,true,0.6369
Under Tax Cuts Jobs Act average American family four receive 1182 tax cut,true,-0.5106
The national economy strong largest expansion private sector job President Trump came office,true,0.5106
Sherrod Brown gave huge bonus executive,false,0.7003
At nearly 19 million people population Florida larger earlier primary caucus state combined,true,0.0
We spend money antacid politics,false,0.0
A photo show two men run pretend homeless attack rob,false,-0.7964
Photo show Joe Biden asleep desk,false,0.0
Of 30000 individual arrested year crime 16 17 95 percent result criminal conviction Only 15 percent ultimately go state prison,true,-0.9231
The Bush tax cut created 8 million job first 10 year existence Weve lost 5 million job recession,false,-0.6369
List show 1000 peer reviewed study questioning COVID19 vaccine safety,false,0.34
Says Trump administration transferred 10 million FEMA ICE,true,0.0
The Free Flow Information Act 2009 would guarantee Barack Obama never held accountable producing forged birth document,false,0.6486
The property appraiser budget 1 million le today I took office 16 year ago,true,0.0
Lake Erie support nearly 10 percent Ohios job generates 750 million state local tax,true,0.4019
Germany 96 Latest Omicron Patients FULLY Vaccinated – Only 4 Unvaccinated,false,0.0
When Donald Trump asked Florida casino gambling said,true,0.0
Says 44 senator voted NOT send stimulus check,false,0.0
A video show Joe Biden lost confused stage,false,-0.5574
163 paid protester filed lawsuit George Soros paying bail,false,-0.2263
Say according Los Angeles Times 95 warrant murder Los Angeles illegal alien twothirds birth Los Angeles County illegal alien Mexicans Medicaid nearly 60 occupant HUD property illegal Nancy Pelosi want put windfall tax retirement fund profit,false,-0.9231
Herd immunity probably California far fewer COVID19 death New York,false,-0.5994
Closing tobacco loophole would save Missouri taxpayer 50000000,true,0.4939
A video show Russian warship Moskva exploding,false,-0.1779
Wayne Powell stated position objection taking In God We Trust US currency,true,0.6597
The House Delegates budget bill cut 50 million education,true,-0.2732
A study National Economics Research Association showed Paris climate deal could cost 27 million lost job US 2025 country adhere commitment made Obama Administration,false,0.0772
Pete Buttigieg claim Bible say baby aborted ‘up first breath’,false,0.0
Omicron hysteria timed would coincide distract Ghislaine Maxwell trial,false,-0.6249
Arkansas Democratic congressional candidate Chad Causey Washington DC bureaucrat,false,0.0
I think little le half people prison le year   We people check kiters dont pay child support locking state pen,true,-0.6442
Says President Barack Obama’s recent New York fundraising trip cost 25 million 50 million,false,0.0
Video show man diving high bridge swimming pool moving boat,false,0.0772
What Joe Manchin say civility Today said wanted ‘beat living crap of’ Republican opponent debate,true,-0.3818
The Arab Muslim nation get twice much money Israel,true,0.0
The 54 decision Supreme Court reach going,false,0.5719
New Jerseys citizen working highest rate three year,false,0.0
Says Erv Nelson voted yes proamnesty SJR 21 bill urging Congress provide citizenship residing illegally country,true,0.4019
The Dow Jones Industrial Average jumped 1000 point last 5 week Record fastest 1000 point move history,true,0.0
Cuomo open New York 72 hour daughter wedding,false,0.0
Six state cant get vote counted Six state realDonaldTrump leading Six state Dems charge,false,0.0
Retired US president member Congress collect full salary life,false,0.0
America governor who’ve worn blackface black governor,true,-0.296
The average person pay 6000 year Rep Paul Ryans Medicare proposal,true,-0.1027
Presidentelect Biden step presidentelect,false,0.0
A 250 fine youre caught plastic bag coming store Plastic bag police anyone,false,0.2023
Four year Gov Andrew Cuomo promised universal preK 79 percent 4year old outside New York City lack fullday preK,true,0.0516
By 2006 American people overwhelmingly Iraq War,true,-0.6597
Florida unemployment dropped 2 percentage point 12 percent 99 percent secondlargest drop nation,true,-0.6124
Trump ‘I sending troop South Africa leave killing stop land issue resolved’ ,false,-0.7783
Virginia woman paid 80 cent every dollar paid Virginia men,true,0.0
Usually 900 month get health coverage Floridas program reduced average 150 month,false,0.0
Anybody familiar historical data IRS know raising income tax rate likely actually reduce federal revenue,false,0.0
ICE Uvalde Texas undocumented parent consider arrest deportation go check see kid alive,false,0.0516
Obamacare … mean 20 million Americans lose insurance currently insurance like want keep,false,0.0258
There added safety public youre vaccinated,false,0.4215
The costofliving increase Social Security tied wage inflation,false,0.5719
Coronavirus — 22 Clintons — 39,false,0.0
Most killer tend 18 19 year old,true,-0.6801
We cut business tax today 70 percent business dont pay business tax,true,-0.2033
The Obama administration allowing state waiver welfare work requirement credible plan increase employment 20 percent,true,0.3182
Poll Finds 38 Americans Say They Will Not Drink Corona Beer Because Virus,false,0.0
DARE removed cannabis list gateway drug,false,0.0
Video show Joe Biden stuttering asked touching woman without permission The View,false,-0.3182
Thirtyeight state  Georgia included  appointed rather elected state school superintendent,true,0.0
Says Ted Strickland supported giving 150 billion Iranian regime persecutes woman Christians gay,false,0.3612
President Trump strongest support percentagewise state state nation He West Virginia almost 43 percentage point he carrying close 60 percent approval,true,0.8271
One every 30 people Greater Boston area illegal alien,true,-0.2732
I’ve Iraq Afghanistan 40 time,false,0.0
The average rate fraud Earned Income Tax Credit Medicare Medicaid food stamp program 20 25 percent,false,-0.296
We 49th nation graduation rate,true,0.0
Video show Biden saying salute Marines hearing word earpiece inauguration,false,0.0
Says Wall Street hedge fund manager pay lower tax rate sheet metal worker Parma school teacher Cleveland,true,-0.3818
We got almost universal coverage health care Colorado,true,0.4939
Gov Romney clear would veto DREAM Act,true,0.6523
Barack Obama consistently voted tougher penalty criminal,false,-0.6908
The pace missile development Kim Jong Il Kim Jong Un increased testing twentyfold,true,0.2732
Says Texas fourthlowest debt per caput state nation lowest big state,true,-0.6249
The Clintons charge Secret Service 10000 monthly rent use Secret Service residence rent equal mortgage payment,false,0.0
We 100000 child we’ve never serious condition many ventilator due coronavirus,false,0.0572
No governor Virginia ever whenhe party sitting president,false,0.128
WHO say child’s presence school count ‘informed consent’ vaccination  parental presence required,false,0.0
Says Ted Cruz’s wife Heidi first prolife first lady,true,0.0
A waiver American Health Care Act doesn’t apply thing like maternity coverage,false,0.6908
Says Donald Trump spent least amount money competitive primary contender beat badly,true,-0.2263
Members US Women’s National Soccer team turned back flag 98yearold World War II veteran played anthem,false,-0.3612
Moderna chief medical officer admits mRNA alters DNA,false,0.296
Access 12000 woman use Planned Parenthood  right choose basic health care  taken away Wisconsin Gov Scott Walker Lt Gov Rebecca Kleefisch,true,0.4939
Kamala Harris want riot continue let even election,false,-0.5106
Highspeed rail would cost Florida taxpayer 1 billion build,false,0.0
Charcoal activated tablet counteract date rape drug,false,-0.6908
Im first person really took issue war Four year ago I said proof Iraq weapon mass destruction actually analysis disproved cause war,true,-0.9352
Factories opening door fastest pace almost two decade,true,0.0
Mayor Andrew Gillum says he’s indefinitely suspending campaign governor light fatal shooting in Tallahassee yoga studio Friday,false,-0.5423
Cuyahoga County passed program guarantee college saving account every single child enters kindergarten county  first county United States,true,0.5859
In Rhode Island recent study showed among group people homeless year Medicaid cost averaged 60000 per person,false,0.0
First NFL team declares bankruptcy kneeling thug,false,0.0
A new bill written new health care reform initiative ensuring Congress 100 percent exempt,false,0.6908
80 percent individual mandate tax fall make 50000 year le,true,0.0
Half illegal immigrant come legal visa overstay,true,-0.4767
Sen Jim Webb persists negating Sen Mark Warner’s vote,false,0.0
NASA announced communicated four race alien,false,0.0
Ketanji Brown Jackson weak record — defund police abolish ICE completely open border policy,false,-0.4404
Breaking Trump fire deputy attorney general Rod Rosenstein raising question Mueller’s fate,false,-0.34
Says Joe Biden owns private island next Jeffrey Epstein’s,false,0.0
The state budget proposal submitted time earliest governor done two decade,true,0.0
Loranne Ausley voted six time tax saving,false,0.0
In Joe Biden’s America child likely access crack pipe maskfree education,false,0.0
Rhode Island almost dead last among Northeastern state length time firstdegree murderer must spend prison they’re eligible parole,true,-0.9171
George Soros Provides Migrants With Prepaid Debit Cards To Fund Illegal Journeys,false,-0.5574
When Affordable Care Act signed 17 million American child preexisting condition uninsurable,false,0.4939
Facebook said support NRA get kicked,false,0.4019
Says Tennessee’s higher education funding model 100 percent outcomesbased already seeing model changing way postsecondary institution business,true,0.0
Say Dunkin Donuts providing free Ḍozen Doughnut Box everyone celebrate 68th Anniversary,false,0.7906
Some Republicans voted stimulus happy claim credit Recovery Act project job project produced They come ribbon cutting,true,0.7003
Says state Sen Sheila Harsdorf want eliminate Medicare know,false,0.0772
In Rhode Island 150 different pension plan public worker,true,0.0
13000 Floridians able vote  governor wont tell,false,0.0
A 1993 example voter fraud Philadelphia exactly happened u 2020 election,false,-0.5859
George Bush Republican Congress presided 55 percent increase size domestic government spending last seven year,true,0.3182
John Cornyn voted twice 2013 back Obama’s amnesty plan,false,0.0
Says unless recipient called back tax filing taken custody local cop serious allegation pressed name,false,-0.0772
Says Obama Foundation posted picture George Floyd died,false,-0.5574
75 percent job created state Ohio created small business They created huge corporation wealthy,true,0.8316
